chembl_id,ic50_nm,units,relation,smiles,mw,logp
CHEMBL3350940,510.0,nM,=,Cc1sc(Cc2ccccc2)c(-c2ccc(-c3ccc(O[C@H](Cc4ccccc4)C(=O)O)cc3)cc2)c1C,518.6780000000002,8.364440000000005
CHEMBL24680,380.0,nM,=,CCCCc1oc2ccccc2c1Cc1ccc2c(I)c(O)ccc2c1,456.32300000000004,6.8296000000000054
CHEMBL24900,354.0,nM,=,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4coc5ccccc45)cc3)cc2)cc1O,486.50100000000015,5.938300000000005
CHEMBL284664,691.83,nM,=,CCCCc1sc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,358.50600000000003,7.283500000000006
CHEMBL1085961,218.78,nM,=,O=C(O)[C@H](CCc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,538.6430000000004,8.822400000000002
CHEMBL25628,28.0,nM,=,COc1cccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)c1,635.5790000000001,9.727599999999999
CHEMBL538903,29.0,nM,=,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2[N+](=O)[O-])cc1O,621.6230000000003,7.437300000000008
CHEMBL285308,24.0,nM,=,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc2Br)cc1O,671.5900000000003,8.7601
CHEMBL3350938,77.0,nM,=,CC1(C)Oc2ccc(Cc3sc4ccccc4c3-c3ccc(-c4ccc(O[C@H](Cc5ccccc5)C(=O)O)cc4)cc3)cc2O1,612.7470000000003,9.408100000000003
CHEMBL83179,700.0,nM,=,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(C(F)(C(=O)O)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,748.761,2.8362000000000025
CHEMBL285125,900.0,nM,=,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OCn3cnnn3)cc2)cc1,477.44600000000014,6.025820000000006
CHEMBL26100,700.0,nM,=,CCCCc1oc2ccccc2c1Cc1ccc2c(Br)c(OCn3cnnn3)ccc2c1,491.3890000000001,6.304900000000005
CHEMBL1083270,109.65,nM,=,O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(C(O)c4ccccc4)oc4ccccc34)cc2)cc1,540.6150000000002,7.9232000000000085
